Colonia,NoAsignacion,Descripcion,MontoContratado,EmpresaContratista,ClaseAsigna,ZonaC,Rubro,SubRubro,FechaInicio,FechaTermino,StatusAdmvo,Control,Anio
11,096/P-OT-C05-07,ELABORACION DE PROYECTO EJECUTIVO PARA LA ADECUACION VIAL CONSISTENTE EN REHABILITACION DE CARPETA ASFALTICA Y CONSTRUCCION DE ISLETAS Y CAMELLONES EN EL CRUCERO DE LA AVENIDA SIERRA DE TAPALPA Y AVENIDA DEL TESORO EN LA COLONIA LAS AGUILAS,40738.54167,CONSTRUCCION Y MATERIALES DE JALISCO. S.A. DE C.V.,Estudio y/o Proyecto,6,Equipamiento Urbano,Equipamiento Vial,18-Jun-07,01-Ago-07,Finiquitada,1,2007
255,101/P-OT-C05-07,ELABORACIoN DE PROYECTO PARA LA CONSTRUCCIoN DE CAMINOS RURALES UBICADOS  EN LA MOJONERA A NEXTIPAC CAMINO A LA PEniITA CAMINO DE LA PEniA A LA LAGUNA CAMINO A LAS PALOMAS CAMINO AL BAJIO Y CAMINO AL BRAMIDO EN EL EJIDO NEXTIPAC,83333.33333,PROYECTOS Y SEGUIMIENTO TECNICO DE OBRAS S.A. DE C.V.,Estudio y/o Proyecto,RS,Infraestructura Urbana,Infraestructura Rural,22-Sep-07,22-Oct-07,Finiquitada,1,2007
396,110/P-OT-C05-07,REHABILITACION DE ALCANTARILLADO SANITARIO CONSTRUCCION DE POZOS DE VISITA RELLENO MEJORADO CON CEMENTO RETENIDAS CON MAMPOSTERIA Y ZAMPEADO CON PIEDRA BRAZA LOCALIZADA EN LA CALLE PINO ENTRE LAS CALLES GIGANTE Y TABACHINES EN LA COLONIA VICENTE GUERR,205708.03,CONSTRUCTORA CEICO S.A. DE C.V.,Obra,3,Infraestructura Urbana,Alcantarillado,4-Jun-07,18-Jul-07,Finiquitada,1,2007
110,112/P-OT-C05-07,ELABORACION DE PROYECTO PARA LA PAVIMENTO DE EMPEDRADO  EN EL CAMINO SACACOSECHAS UBICADO EN EL CADENAMIENTO 0+000 AL 0+500 ENTRE EL POTRERO CHAMOLUCO Y EL POTRERO DE LOS CHAVEZ EN EL EJIDO DE COPALA.,9000,CONSTRUCTORA IZORCAM S.A. DE C.V.,Estudio y/o Proyecto,RN,Infraestructura Urbana,Infraestructura Rural,18-Jun-07,2-Jul-07,Finiquitada,1,2007
282,116/P-OT-C05-07,"ELABORACION DE PROYECTO PARA CONSTRUCCION DE LA RED DE AGUA POTABLE DE 4"" CON TUBERIA DE PVC RD-26 EN LA LATERAL DE CARRETERA A SALTILLO ENTRE DIAMANTE Y OPALO CORAL ENTRE ARROYO Y CERRADA AL ORIENTE CANTERA ENTRE ARROYO Y CORAL Y OBSIDIANA ENTRE OPALO",10832.42,GRUPO LAADE S.C.,Estudio y/o Proyecto,2B,Infraestructura Urbana,Agua Potable,2-Jul-07,16-Jul-07,Finiquitada,1,2007
164,117/P-CA-C05-07,PAVIMENTO DE EMPEDRADO EN LA CALLE SAN JUAN DE LOS LAGOS ENTRE LAS CALLES 12 DE OCTUBRE Y 1o DE NOVIEMBRE BOCA DE TORMENTA EN LA CALLE SAN JUAN DE LOS LAGOS Y  LINEA DE ALEJAMIENTO Y CAJA DE SALIDA EN LA CALLE SAN JUAN DE LOS LAGOS Y 12 DE OCTUBRE EN LA,42933.37,ARQ. JOSE EDUARDO ZENDEJAS GAITAN,Convenio Adicional,3,Infraestructura Urbana,Infraestructura Vial,30-Jul-07,13-Ago-07,Finiquitada,1,2007
266,122/P-AD-C05-07,TRAZO NIVELACION Y CONFORMACION DE TERRACERIAS PARA EMPEDRADO EN LA CALLE TABACHIN DESDE GALEANA HASTA PROLONGACION TEPEYAC EN LA COLONIA PARAISOS DEL COLLI COMITe 72,273389.68,DESARROLLOS INMOBILIARIOS NUEVO MILENIO S.A. DE C.V.,Obra,7,Infraestructura Urbana,Infraestructura Vial,18-Jun-07,02-Ago-07,Finiquitada,1,2007
266,123/P-OT-C05-07,TRAZO NIVELACION Y CONFORMACION DE TERRACERIA EN LA CALLE MALVASTE DE PROL. TEPEYAC HASTA CHABACANO EN LA COLONIA PARAISOS DEL COLLI DEL COMITE NO. 157,195224.45,SAHUAYALA S.A. DE C.V.,Obra,7,Infraestructura Urbana,Infraestructura Vial,18-Jun-07,02-Ago-07,Finiquitada,1,2007
266,124/P-OT-C05-07,TRAZO NIVELACION Y CONFORMACION DE TERRACERIA EN LA CALLE MEZQUITE DE CHABACANO A SIDRA EN LA COLONIA PARAISOS DEL COLLI DEL COMITE NO. 345,102304.3,GRANDE DE MEXICO CONSTRUCTORA E INMOBILIARIA S.A. DE C.V.,Obra,7,Infraestructura Urbana,Infraestructura Vial,12-Jul-07,12-Ago-07,Finiquitada,1,2007
236,125/P-AD-C05-07,TRAZO NIVELACION Y CONFORMACION DE TERRACERIAS EN: CALLE ANDADOR 1 ENTRE CALLE GUAYABOS A PRIVADA 1 Y PRIVADA 1 DE ANDADOR 1 HASTA EL MURO DE CONTENCION EN LA COLONIA MARCELINO GARCIA BARRAGAN COMITE 230.,542833.03,PROYECTOS CONSTRUCTIVOS PAIS S.A DE C.V.,Obra,3,Infraestructura Urbana,Infraestructura Vial,25-Jun-07,5-Sep-07,Terminada sin Finiquitar,1,2007
222,126/P-OT-C05-07,TRAZO NIVELACION Y CONFORMACION DE TERRACERIA EN LA PRIV. FRANCISCO VILLA DE MORELOS A JOSEFA ORTIZ DE DOMINGUEZ EN LA COLONIA LOMAS DEL BATAN DEL COMITE NO. 34A,181731.66,GRANDE DE MEXICO CONSTRUCTORA E INMOBILIARIA S.A. DE C.V.,Obra,1B,Infraestructura Urbana,Infraestructura Vial,12-Jul-07,25-Ago-07,Finiquitada,1,2007
237,134/P-AD-C06-07,RENIVELACION DE EMPEDRADO Y PAVIMENTACION CON MEZCLA ASFALTICA SOBRE LATERAL NORTE DE LA AVENIDA PROLONGACION MARIANO OTERO ENTRE EL ANILLO PERIFERICO Y AVENIDA TEPEYAC.,616561.3,GRUPO CONSTRUCTOR PERSEVERANCIA S.A. DE C.V.,Obra,7,Infraestructura Urbana,Infraestructura Vial,11-Jun-07,10-Jul-07,Finiquitada,1,2007
408,135/P-OT-C06-07,PAVIMENTACION DE LA CALLE CASIANO TORRES ENTRE CARRETERA A SALTILLO Y CALLE JUAN JOSE GRCIA CALLE JUAN JOSE GARCIA ENTRE LA CALLE CASIANO TORRES Y CALLE IGNACIO ESPINOZA COLONIA VILLA DE GUADALUPE,159365.93,SENA PROYECTOS ESTRUCTURALES Y DE CONSTRUCCIoN S.A. DE C.V.,Obra,2B,Infraestructura Urbana,Infraestructura Vial,11-Jun-07,17-Jun-07,Finiquitada,1,2007
361,136/P-AD-C06-07,PAVIMENTO ASFALTICO SOBRE LA CALLE PRIVADA SANTA LAURA FRENTE AL CENTRO METROPOLITANO DEL ADULTO MAYOR EN LA COLONIA SANTA MARGARITA.,383405.68,CONSTRUCCIONES CITUS S.A. DE C.V.,Obra,1A,Infraestructura Urbana,Infraestructura Vial,11-Jun-07,10-Jul-07,Finiquitada,1,2007
7,138/P-OT-C06-07,CANAL A CIELO ABIERTO Y ALIVIO DEL CANAL AGUA PRIETA EN SU CRUCE CON LA AV. LAS TORRES EN LA COLONIA AGUA BLANCA HASTA EL LIMITE CON TLAQUEPAQUE.,223006.62,TEPULI S.A. DE C.V.,Obra,8,Infraestructura Urbana,Colectores,4-Jun-07,1-Jul-07,Finiquitada,1,2007
250,139/P-AD-C06-07,SEGUNDA ETAPA PARA LA CONSTRUCCION DE MUROS DE MAMPOSTERIA CON PIEDRA BRAZA Y BARDEO EN AMBAS MARGENES DEL ARROYO SECO ENTRE PUERTO LOS SANTOS Y AV. TEPEYAC EN LA COLONIA MIRAMAR.,405460.86,MORPHEUZ CONSTRUCCION ILIMITADA S.A DE C.V.,Obra,7,Infraestructura Urbana,Colectores,9-Jul-07,22-Jul-07,Finiquitada,1,2007
356,140/N-AD-C06-07,CONSTRUCCION DE PASO PEATONAL Y ZAMPEADO DE EMPEDRADO EN LA CALLE ALLENDE Y PASEO DE LA CAniADA EN LA COLONIA SANTA ANA TEPETITLAN,385898.83,NAPRECO GRUPO CONSTRUCTOR S.A. DE C.V.,Obra,8,Infraestructura Urbana,Infraestructura Vial,14-Jul-07,14-Sep-07,Finiquitada,1,2007
237,141/P-AD-C06-07,CONSTRUCCION DE MURO DE MAMPOSTERIA EN AMBAS MARGENES DEL ARROYO GARABATOS (PRIVADA DE LAS FLORES) ENTRE LAS CALLES AZAHARES Y LA CONFLUENCIA DE LAS CALLES ZAFIRO Y LAS FLORES EN LA COLONIA MARIANO OTERO.,847725.72,INFRAESTRUCTURA SAN MIGUEL S.A. DE C.V.,Obra,7,Infraestructura Urbana,Colectores,11-Jun-07,22-Jul-07,Finiquitada,1,2007
122,144/P-OT-C06-07,CONSTRUCCION DE EMPEDRADO CON HUELLAS DE ADOQUIN EN EL CRUCE DE LA CALLE AGUSTIN LARA Y AV. TCHAIKOVSKY EN LA COLONIA LA ESTANCIA.,177321.49,CONSTRUCTORA VIRVAN S.A. DE C.V.,Obra,5A,Infraestructura Urbana,Infraestructura Vial,5-Jul-07,02-Ago-07,Finiquitada,1,2007
358,145/P-AD-C06-07,ELABORACION DE PROYECTO PARA LA SOLUCION VIAL EN LOS CRUCES DE LA AVENIDA PATRIA CON CALLE DE EVA BRISEniO Y CALLE MANUEL AVILA CAMACHO.,361243.75,IBAniEZ ARQUITECTOS S.C.,Estudio y/o Proyecto,1A,Equipamiento Urbano,Equipamiento Vial,23-Jul-07,16-Nov-07,Finiquitada,1,2007
65,146/P-OT-C06-07,REPARACION DE PISO PORFIDO Y MARMOL EN LA PLAZA DE LAS AMERICAS UBICADA SOBRE AV. HIDALGO ENTRE ANDADOR EVA BRISEniO Y ANDADOR EMILIANO ZAPATA Y SUMINISTRO Y COLOCACION DE BOLARDOS UBICADOS EN LA PLAZA DE LAS AMERICAS Y SOBRE EL CAMELLON DE AV. HIDALGO EN,117826.34,VELERO PAVIMENTACION Y CONSTRUCCION S.A. DE C.V.,Obra,1A,Equipamiento Urbano,Equipamiento Vial,18-Jun-07,15-Jul-07,Finiquitada,1,2007
171,147/P-AD-C07-07,TRAZO NIVELACION Y CONFORMACION DE TERRACERIA EN LA CALLE FICUS DE FRANCISCO I. MADERO A CERRADA Y PASEO DE LOS CEDROS DE FRANCISCO I. MADERO A CERRADA EN LA COLONIA INDIGENA DE SAN JUAN DE OCOTAN COMITe NO. 248.,580214.94,BUFETE EDIFICADOR OCCIDENTAL S.A. DE C.V.,Obra,4,Infraestructura Urbana,Infraestructura Vial,23-Jul-07,2-Sep-07,Finiquitada,1,2007
237,148/P-AD-C07-07,TRAZO NIVELACION Y CONFORMACION DE TERRACERIA EN LA CALLE AZUCENA DE GLADIOLA HASTA EL NUMERO 6 DE LA CERRADA Y PARTE FALTANTE DE LA PRIVADA LIRIO EN LA COLONIA MARIANO OTERO COMITe NO. 300,325044.17,ING. JOSE DE JESUS FARIAS ROMERO,Obra,7,Infraestructura Urbana,Infraestructura Vial,16-Ago-07,27-Sep-07,Finiquitada,1,2007
129,149/P-AD-C07-07,TRAZO NIVELACION Y CONFORMACION DE TERRACERIA EN LA CALLE ROSA DE JAZMIN A BUGAMBILIAS EN LA COLONIA FLORESTA DEL COLLI  DEL COMITe NO. 343.,364917.72,URBANIZADORA Y ARRENDADORA MEXICANA S.A. DE C.V.,Obra,7,Infraestructura Urbana,Infraestructura Vial,23-Jul-07,2-Sep-07,Finiquitada,1,2007
34,151/P-OT-C07-07,ELABORACION DE PROYECTO PARA EL TRAZO NIVELACION Y CONFORMACION DE TERRACERIAS PARA LA CALLE LIMON Y MANDARINA DE TORONJA AL CERRO EN LA COLONIA BALCONES DEL SOL DEL COMITe NO. 6/07,19330.3,ARQ. JOSE ANTONIO CUEVAS BRISEniO,Estudio y/o Proyecto,7,Infraestructura Urbana,Infraestructura Vial,30-Jul-07,9-Sep-07,Finiquitada,1,2007
34,152/P-OT-C07-07,ELABORACION DE PROYECTO PARA EL TRAZO NIVELACION Y CONFORMACION DE TERRACERIAS PARA LA CALLE GUAMUCHIL DE GIGANTE A NOGAL EN LA COLONIA BALCONES DEL SOL COMITe NO. 5/07 (36),12753.27,ARQ. JOSE ANTONIO CUEVAS BRISEniO,Estudio y/o Proyecto,7,Infraestructura Urbana,Infraestructura Vial,30-Jul-07,9-Sep-07,Finiquitada,1,2007
34,153/P-OT-C07-07,ELABORACION DE PROYECTO PARA EL TRAZO NIVELACION Y CONFORMACION DE TERRACERIAS PARA LA CALLE SAN JUAN ENTRE SAN MATEO Y SAN MARTIN EN LA COLONIA 12 DE DICIEMBRE COMITe NO. 69/07 (307),11824.46,ARQ. JOSE ANTONIO CUEVAS BRISEniO,Estudio y/o Proyecto,7,Infraestructura Urbana,Infraestructura Vial,30-Jul-07,9-Sep-07,Finiquitada,1,2007
112,154/P-OT-C07-07,ELABORACION DE PROYECTO PARA EL TRAZO NIVELACION Y CONFORMACION DE TERRACERIAS PARA LA CALLE OCTAVIO PAZ DE JUANA DE ARCO A RAMON LOPEZ VELARDE DEL COMITe  116/07 EN LA COLONIA CORONILLA.,7915.51,GRUPO DE INGENIERIA PARA ESTUDIOS Y CONTROL DE CALIDAD S.A. DE C.V.,Estudio y/o Proyecto,2B,Infraestructura Urbana,Infraestructura Vial,30-Jul-07,9-Sep-07,Finiquitada,1,2007
129,155/P-OT-C07-07,ELABORACION DE PROYECTO PARA EL TRAZO NIVELACION Y CONFORMACION DE TERRACERIAS PARA LA CALLE CHICOZAPOTE DE TULLA A ABEDUL DEL COMITe NO. 50/07 (265) EN LA COLONIA PARAISOS DEL COLLI.,20175.6,GRUPO DE INGENIERIA PARA ESTUDIOS Y CONTROL DE CALIDAD S.A. DE C.V.,Estudio y/o Proyecto,7,Infraestructura Urbana,Infraestructura Vial,30-Jul-07,9-Sep-07,Finiquitada,1,2007
394,156/P-AD-C08-07,ELABORACION DE PROYECTO PARA EL TRAZO NIVELACION Y CONFORMACION DE TERRACERIA EN LA CALLE ALLENDE ESQUINA FERROCARRIL EN LA COLONIA VENTA DEL ASTILLERO COMITe 321.,5676.62,GRUPO DE INGENIERIA PARA ESTUDIOS Y CONTROL DE CALIDAD S.A. DE C.V.,Estudio y/o Proyecto,RS,Infraestructura Urbana,Infraestructura Vial,3-Sep-07,14-Oct-07,Finiquitada,1,2007
129,157/P-OT-C07-07,ELABORACION DE PROYECTO PARA EL TRAZO NIVELACION Y CONFORMACION DE TERRACERIAS PARA LA CALLE PIRUL DE MANGO A NOGAL Y PIRUL DE NOGAL A LAS TORRES  DEL COMITe NO. 86/07 (329) EN LA COLONIA PARAISOS DEL COLLI.,17095.56,GRUPO DE INGENIERIA PARA ESTUDIOS Y CONTROL DE CALIDAD S.A. DE C.V.,Estudio y/o Proyecto,7,Infraestructura Urbana,Infraestructura Vial,30-Jul-07,9-Sep-07,Finiquitada,1,2007
140,158/P-AD-C10-07,ELABORACION DE PROYECTO DE ELECTRIFICACION EN MEDIA Y BAJA TENSION EN LAS SIGUIENTES CALLES: PALMAS ENTRE ENCINOS Y CEDROS PINOS ENTRE ENCINOS Y CEDROS EUCALIPTO ENTRE ENCINOS Y CEDROS EN LA COLONIA EL FRESNO.,68540,ELECON NACIONAL S.A. DE C.V.,Estudio y/o Proyecto,7,Infraestructura Urbana,Electrificaciones,15-Oct-07,22-Ene-08,En proceso,1,2007
303,160/P-AD-C10-07,ELABORACIoN DE PROYECTO RED DE ELECTRIFICACION Y ALUMBRADO PUBLICO EN LAS CALLES PARAISO ENTRE AV. DEL PIRUL Y 50 MTS. DESPUES DE LA CALLE ACACIA; AZALEAS ENTRE AV. DEL PIRUL Y ACACIA; PAROTA ENTRE AV. DEL PIRUL Y 90 MTS. DESPUES DE ACACIA; NARANJOS ENTRE,164098.51,CONSTRUCCIONES Y ESTRUCTURAS ITZ S.A. DE C.V.,Estudio y/o Proyecto,3,Infraestructura Urbana,Electrificaciones,22-Oct-07,02-Dic-07,En proceso,1,2007
113,162/P-AD-C09-07,ELABORACION DE PROYECTO DE ELECTRIFICACION EN MEDIA Y BAJA TENSION  UBICADA ENTRE EL POBLADO DE CERCA MORADA Y LA CORONILLA DEL OCOTE,63329.06,ELECON NACIONAL S.A. DE C.V.,Estudio y/o Proyecto,RS,Infraestructura Urbana,Electrificaciones,1-Oct-07,02-Dic-07,En proceso,1,2007
300,165/P-AD-C10-07,ELABORACION DE PROYECTO PARA ELECTRIFICACION EN MEDIA Y BAJA TENSION Y RED DE ALUMBRADO EN LAS SIGUIENTES CALLES BOSQUE DE LA PRIMAVERA ENTRE COLEGIO MILITAR Y MARIANO OTERO BOSQUE DE SAN PABLO ENTRE BOSQUE DE LA PRIMAVERA Y ANDADOR SAN MARTIN BOSQUE DE,105105.79,ING. ROSENDO MARTIN AGUILAR GUTIERREZ,Estudio y/o Proyecto,7,Infraestructura Urbana,Alcantarillado,15-Oct-07,10-Ene-08,Finiquitada,1,2007
236,168/P-AD-C09-07,PROYECTO PARA LA CONSTRUCCION DE RED DE ALCANTARILLADO SANITARIO EN LA PRIVADA ELOTE PRIVADA MAIZ TRIGO SORGO MAZORCA ANTIGUO CAMINO A COPALITA RINCON CHABACANO LIMONES CIRUELOS PRIVADA BUGAMBILIAS POTROS Y PRIVADA POTROS EN LA COLONIA MARCELIN,51308.06,Z Y Z CONSTRUCCIONES S.A. DE C.V.,Estudio y/o Proyecto,3,Infraestructura Urbana,Alcantarillado,1-Oct-07,21-Oct-07,Finiquitada,1,2007
80,169/P-AD-C09-07,ELABORACION DE PROYECTO PARA LA CONSTRUCCION DE LA RED DE AGUA POTABLE EN LAS CALLES ARANDAS ENTRE ZAPOTLANEJO Y ACATIC CALLE ARANDAS ENTRE TEPATITLAN Y TUXPAN CALLE AYOTLAN ENTRE ZAPOTLANEJO Y ACATIC CALLE AYOTLAN ENTRE TEPATITLAN Y TUXPAN CALLE MEZQ,45191.71,CONSTRUCCION Y MATERIALES DE JALISCO. S.A. DE C.V.,Estudio y/o Proyecto,4,Infraestructura Urbana,Agua Potable,1-Oct-07,25-Nov-07,En proceso,1,2007
291,172/P-AD-C09-07,PROYECTO PARA LA CONSTRUCCION DE RED DE AGUA POTABLE EN LAS CALLES  DE PASEO DE LOS ABEDULES ENTRE PASEO DE LAS GARDENIAS Y PASEO DE LOS GERANIO PASEO DE LOS GERANIOS ENTRE PASEO DE LOS ABEDULES Y PASEO DE LOS MANZANOS PASEO DE LAS JACARANDAS ENTRE PASE,23826.48,PROGRAMAS Y ORGANIZACION EN CONSTRUCCION S.A. DE C.V.,Estudio y/o Proyecto,RS,Infraestructura Urbana,Agua Potable,24-Sep-07,5-Nov-07,Finiquitada,1,2007
83,176/P-AD-C09-07,"ELABORACION DE PROYECTO DE LA RED DE ALCANTARILLADO SANITARIO Y DESCARGAS DOMICILIARIAS CON TUBERIA DE P.V.C. DE 10"" DE DIAMETRO SERIE 25 EN LAS SIGUIENTES CALLES:  RIO ABAJO OBELISCO LAUREL Y PRIV. CASCADA ENTRE CALLE CASCADA Y LUCERO; LUCERO ENTRE R",23694.97,ING. FERNANDO RODRIGUEZ ANGUIS,Estudio y/o Proyecto,7,Infraestructura Urbana,Alcantarillado,24-Sep-07,21-Oct-07,Finiquitada,1,2007
129,177/P-AD-C09-07,"ELABORACION DE PROYECTO PARA RED DE AGUA POTABLE DE P.V.C. DE 4"" Y 8"" DE DIAMETRO EN LA COLONIA LA FLORESTA DEL COLLI ENTRE LA CALLE: ARROYO AV. LA NORIA CALLE MANANTIAL RIO SECO Y CALLE AMAPOLA ENTRE JAZMIN Y COLORINES .",59860.15,RELIEVE EMPRESARIAL S.A. DE C.V.,Estudio y/o Proyecto,7,Infraestructura Urbana,Agua Potable,1-Oct-07,30-Oct-07,Finiquitada,1,2007
250,178/P-AD-C09-07,ELABORACION DE PROYECTO DE RED DE AGUA POTABLE EN LA CALLE LATON DE PLATINO A PTO. TAMPICO HIERRO DE PLATINO A PTO. TAMPICO TITANIO DE PLATINO A PTO. TAMPICO TEZONTLE DE GRAVA A PTO. TAMPICO GRAVA DE URANIO A TEZONTLE PTO. ACAPULCO DE LATON A TEZONTL,56472.98,COSTOS OBRAS Y PROYECTOS S.A. DE C.V.,Estudio y/o Proyecto,7,Infraestructura Urbana,Agua Potable,24-Sep-07,7-Oct-07,Finiquitada,1,2007
10,179/P-AD-C09-07,ELABORACION DE PROYECTO DE RED DE ALCANTARILLADO SANITARIO EN LA CALLE JESUS GARCIA ENTRE LA CALLE ANDRES JIMENEZ Y CALLE VENUSTIANO CARRANZA APROX. 20.00 M DE LA CALLE ANDRES JIMENEZ EN SU CRUCE CON LA CALLE JESUS GARCIA Y 20.00 M DE LA PROLONGACION DE,59547.33,CONSTRUCCION Y MATERIALES DE JALISCO. S.A. DE C.V.,Estudio y/o Proyecto,2A,Infraestructura Urbana,Alcantarillado,1-Oct-07,25-Nov-07,Por Iniciar,1,2007
284,181/P-AD-C09-07,LIMPIEZA Y DESAZOLVE DE CANAL DE AGUAS PLUVIALES SOBRE EL LECHO DEL ARROYO SECO ENTRE AV. LOPEZ MATEOS Y PERIFERICO MANUEL GOMEZ MORIN (TRAMO 0+000 AL 0+305.7) ASI COMO LA CONSTRUCCION DE MURO Y PLANTILLA DE MAMPOSTERIA EN LA COLONIA PERIODISTAS,304445.69,GRUPO CONSTRUCTOR TLALLI S.A. DE C.V.,Obra,6,Infraestructura Urbana,Saneamiento,3-Sep-07,30-Sep-07,Finiquitada,1,2007
238,183/P-AD-C09-07,ELABORACION DE PROYECTO PARA LA CONSTRUCCION DE RED DE ALCANTARILLADO SANITARIO EN LAS CALLES CARLOS RIVERA ACEVES JORGE RAMON QUIniONES Y 5 DE MAYO ENTRE ANASTACIO BAJARAS CARREON Y JORGE NOLASCO EN LA COLONIA LA MARTINICA.,35476.53,CONSTRUCTORA AGAL S.A. DE C.V.,Estudio y/o Proyecto,2A,Infraestructura Urbana,Alcantarillado,1-Oct-07,28-Oct-07,Finiquitada,1,2007
234,195/P-AD-C08-07,"ELABORACION DE PROYECTO PARA LA CONSTRUCCION DE ELECTRIFICACION DEL POZO Y DE RED DE AGUA POTABLE DE 4"" Y 6"" DE DIAMETRO EN LAS CALLES CLAVEL ENTRE CEMPASUCHIL Y BUGAMBILIA BUGAMBILIA ROSAL LIRIO Y AZUCENA ENTRE CLAVEL Y TULIPAN EN EL POBLADO LA MAGDAL",58399.53,GRUPO EDIFICADOR MAYAB S.A. DE C.V.,Estudio y/o Proyecto,RS,Infraestructura Urbana,Agua Potable,10-Sep-07,24-Sep-07,Finiquitada,1,2007
338,198/P-AD-C09-07,ELABORACION DE PROYECTO PARA CONSTRUCCION DE RED DE AGUA POTABLE EN LAS CALLES: ROBERTO OROZCO DELGADO REFUGIO OROZCO DELGADO Y DON BOSCO ENTRE CALLE RAMON OROZCO Y CALLE LUCIO BLANCO Y CERRADA  ( CALLE LUCIO BLANCO ENTRE CALLE DON BOSCO Y CALLE HIDALGO,34913.6,GRUPO CONSTRUCTOR NUEVO PROGRESO S.A DE C.V.,Estudio y/o Proyecto,RN,Infraestructura Urbana,Agua Potable,1-Oct-07,28-Oct-07,Finiquitada,1,2007
365,201/P-AD-C08-07,"ELABORACIoN DE PROYECTO DE RED DE ALCANTARILLADO SANITARIO CON TUBERIA DE PVC DE 10"" DE DIAMETRO EN LAS CALLES RIO AMAZONAS ENTRE AV. DE LA PRESA Y CARRETERA A NEXTIPAC SCHUBERT ENTRE PRIV. DIAZ ORDAZ Y ALVARO OBREGON Y CALLE PITAGORAS ENTRE PRIV. DIAZ O",45192.31,ZENAIDA CONSTRUCCIONES S.A. de C.V.,Estudio y/o Proyecto,RS,Infraestructura Urbana,Alcantarillado,27-Sep-07,25-Oct-07,Finiquitada,1,2007
348,202/P-AD-C08-07,"ELABORACION DE PROYECTO DE RED DE AGUA POTABLE CON TUBERIA DE PVC DE 4"" DE DIAMETRO SERIE RD-26 EN LAS CALLES SAN PABLO ENTRE SAN IGNACIO Y SANTO DOMINGO SAN IGNACIO ENTRE SAN JOSE Y SAN PABLO SAN FERNANDO ENTRE SAN JOSE Y SAN MIGUEL EN LA COLONIA SAN",29162.33,ZENAIDA CONSTRUCCIONES S.A. de C.V.,Estudio y/o Proyecto,RS,Infraestructura Urbana,Agua Potable,27-Sep-07,25-Oct-07,Finiquitada,1,2007
41,203/P-AD-C08-07,ELABORACION DE PROYECTO PARA LA REHABILITACION DE LA CARPETA ASFALTICA UBICADA EN AVENIDA ACUEDUCTO ENTRE AVENIDA JESUS Y CALLE SAN ISIDRO EN LA COLONIA LAS BOVEDAS.,58797.12,GRUPO DE INGENIERIA PARA ESTUDIOS Y CONTROL DE CALIDAD S.A. DE C.V.,Estudio y/o Proyecto,4,Infraestructura Urbana,Infraestructura Vial,27-Ago-07,7-Oct-07,Finiquitada,1,2007
323,204/P-AD-C08-07,ELABORACION DE PROYECTO PARA LA REHABILITACION DE UNA CARPETA ASFALTICA UBICADA EN LAS CALLES JOSE CASAL JOSE DE JESUS HUERTA ENTRE AVENIDA CENTRAL Y CALLE DOMINGO GONZALEZ MAXEMIN DOMINGO GONZALEZ MAXEMIN ENTRE CIRCUITO FEDERALISTAS JALISCIENSES Y JUA,10761.13,GRUPO DE INGENIERIA PARA ESTUDIOS Y CONTROL DE CALIDAD S.A. DE C.V.,Estudio y/o Proyecto,4,Infraestructura Urbana,Infraestructura Vial,27-Ago-07,7-Oct-07,Finiquitada,1,2007
377,205/P-AD-C09-07,ELABORACION DE PROYECTO PARA UNA REHABILITACION DE CARPETA ASFALTICA UBICADA EN AVENIDA PALMERAS ENTRE CALLE CAPULINES Y CAMINO ANTIGUO A TESISTAN EN LA COLONIA LA TUZANIA.,77460.42,GRUPO DE INGENIERIA PARA ESTUDIOS Y CONTROL DE CALIDAD S.A. DE C.V.,Estudio y/o Proyecto,4,Infraestructura Urbana,Infraestructura Vial,1-Oct-07,11-Nov-07,Finiquitada,1,2007
63,206/P-AD-C09-07,ELABORACION DE PROYECTO PARA UNA REHABILITACION DE CARPETA ASFALTICA UBICADA EN AVENIDA JESUS ENTRE SANTA MERCEDES Y AVENIDA ACUEDUCTO; ACUEDUCTO ENTRE SAN MATIAS A VALLE DE ATEMAJAC; ROSAS ENTRE AV. JESUS A SANTA LUCIA; SANTA LUCIA ENTRE ROSAS A SANTA ME,59891.06,JEMACE CONSTRUCCIONES SA DE CV,Estudio y/o Proyecto,4,Infraestructura Urbana,Infraestructura Vial,24-Sep-07,14-Oct-07,Finiquitada,1,2007
198,207/P-AD-C10-07,ELABORACION DE PROYECTO PARA LA REHABILITACION DE UNA CARPETA ASFALTICA UBICADA EN LA AV. VALLE DE ATEMAJAC ENTRE AV. ACUEDUCTO A SU LIMITE CON JARDIN REAL; EN LA COLONIA JARDINES DEL VALLE.,29479.75,JEMACE CONSTRUCCIONES SA DE CV,Estudio y/o Proyecto,4,Infraestructura Urbana,Infraestructura Vial,22-Oct-07,11-Nov-07,Finiquitada,1,2007
23,208/P-AD-C09-07,ELABORACION DE PROYECTO PARA LA PAVIMENTACION DE EMPEDRADO ZAMPEADO UBICADO EN LA CALLE MARGARITA MAZA DE JAUREZ ENTRE LAZARO CARDENAS Y GUADALUPE VICTORIA EN LA COLONIA ARROYO HONDO I SECCION,19050.99,BALKEN S.A. DE C.V.,Estudio y/o Proyecto,2A,Infraestructura Urbana,Infraestructura Vial,1-Oct-07,14-Oct-07,Finiquitada,1,2007
