Colonia,NoAsignacion,Descripcion,MontoContratado,EmpresaContratista,ClaseAsigna,ZonaC,Rubro,SubRubro,FechaInicio,FechaTermino,StatusAdmvo,Control,Anio
161,OPZ-RCR-EDU-AD-144/1,REHABILITACIoN  DE PISO REPARACIoN Y CAMBIO DE BAniOS REPARACIoN DE INSTALACION DE LA CISTERNA  AMPLIACIoN DEL aREA DE PREESCOLAR 1 CONSTRUCCIoN PARA MOBILIARIO URBANO. PARA EL  CAIC LA HIGUERA,411763.85,ING. HECTOR ARMANDO BEAS SANDOVALZAP-1383,Obra,2B,Obra Social,Educacion,31-ago-12,26-Feb-13,En proceso,1,2012
140,OPZ-R33-PAV-CI-145/1,CONSTRUCCION DE PAVIMENTO DE EMPEDRADO ZAMPEADO EN LA CALLE LOS PINOS ENTRE LAS CALLES CIRCUITO LAS PALMAS Y LA CALLE PIRUL EN LA COLONIA EL FRESNO ZONA 4,1958438.24,ING. BENIGNO MUniIZ ORTEGAZAP-1477,Obra,4,Obra Social,Infraestructura Vial,17-dic-12,14-Feb-13,En proceso,1,2012
408,OPZ-RCR-PAV-CI-147/1,PAVIMENTO DE CONCRETO HIDRAULICO MR-45. INCLUYE INSTALACION DE RED DE AGUA POTABLE Y DRENAJE DE LA CALLE QUIRINO RIVERA ( ENTRE FEBRONIO LARA Y CARRETERA SALTILLO). EN LA COLONIA VILLA DE GUADALUPE ZONA 2B,4422480.55,M3 CREACION S. DE R.L. DE C.V.ZAP-1447,Obra,2B,Movilidad,Infraestructura Vial,27-dic-12,04-abr-13,Por Iniciar,1,2012
345,OPZ-RCR-PAV-CI-151/1,CONSTRUCCIoN DE PAVIMENTO DE ASFALTO  EN LA CALLE ABASOLO ENTRE RAMoN CORONA Y LOPEZ COTILLA EN LA COLONIA JOCOTAN; 2.- CONSTRUCCIoN DE PAVIMENTO DE ASFALTO Y SELLO SLURRY SEAL EN LA CALLE EMILIO CARRANZA DE AV. LAURELES A SABINO DELGADO EN LA COLONIA SAN,1800000,URBANIZADORA VAZQUEZ GUERRA S.A. DE C.V.ZAP-0139,Obra,1A,Obra Social,Infraestructura Vial,1-Oct-12,29-Nov-12,En proceso,1,2012
361,OPZ-RCR-PAV-CI-155/1,CONSTRUCCIoN DE PAVIMENTO DE CONCRETO HIDRaULICO MR-45 Y LINEAS DE AGUA POTABLE Y ALCANTARILLADO SANITARIO 1.- AV. PALMERAS  ENTRE AV. TUZANIA Y SANTA MARGARITA   EN LA COLONIA SANTA MARGARITA.,6051886.58,TRANSCRETO S.A. DE C.V.ZAP-1446,Obra,1A,Movilidad,Infraestructura Vial,18-dic-12,15-Feb-13,En proceso,1,2012
343,OPZ-EDO-CS-CI-157/12,CONSTRUCCION DE CENTRO DE SALUD UBICADO EN LA LOCALIDAD DE SAN ESTEBAN,4230487.87,SJ LAGOS CONSTRUCTORA E INMOBILIARIA S.A. DE C.V.ZAP-1365,Obra,RN,Obra Social,Cultura,16-ene-13,15-abr-13,Por Iniciar,1,2012
266,OPZ-EDO-CS-CI-158/12,CONSTRUCCION DE CENTRO DE SALUD UBICADO EN LA LOCALIDAD DE PARAISOS DEL COLLI,3561931.59,GRUPO PROMOTOR Y CONSTRUCTOR DE OCCIDENTE S.A. DE C.V. ZAP-1227,Obra,7,Obra Social,Cultura,07-ene-13,07-abr-13,Por Iniciar,1,2012
175,OPZ-EDO-CS-CI-159/12,CONSTRUCCION DE CENTRO DE SALUD UBICADO EN LA LOCALIDAD DE IXCATAN,4338683.81,INFRAESTRUCTURA SAN MIGUEL S.A. DE C.V.ZAP-0104,Obra,RN,Obra Social,Cultura,16-ene-13,15-abr-13,En proceso,1,2012
252,OPZ-EDO-CS-CI-160/12,CONSTRUCCION DE CENTRO DE SALUD UBICADO EN LA LOCALIDAD DE ATEMAJAC,3692768.13,INGENIERIA Y SISTEMAS DE INFRAESTRUCTURA S.A. DE C.V.ZAP-0975,Obra,1B,Obra Social,Cultura,08-ene-13,07-abr-13,Por Iniciar,1,2012
170,OPZ-EDO-CS-CI-161/12,CONSTRUCCION DE CENTRO DE SALUD UBICADO EN LA COLONIA INDIGENA,4198294.02,LIM CONSTRUCTORA S.A. DE C.V.ZAP-0234,Obra,2B,Obra Social,Cultura,03-dic-12,2-Mar-13,Por Iniciar,1,2012
396,OPZ-R33-PAV-AD-163/1,CONSTRUCCION DE PAVIMENTO DE EMPEDRADO ZAMPEADO EN LA CALLE PRIMERA NORTE EN LA COLONIA VICENTE GUERRERO 1RA. SECCION ZONA 3,1191539.65,URBANIZADORA DE JALISCO S.A. DE C.V.ZAP-0211,Obra,3,Obra Social,Infraestructura Vial,13-Nov-12,11-ene-13,En proceso,1,2012
180,OPZ-RCR-ELE-CI-167/1,RED DE ELECTRIFICACION Y ALUMBRADO PUBLICO1.-CALLE CAFETOS DE EUCALIPTO A GUADALUPE. 2.-CENTINELA DE EUCALIPTO A SAUZ. 3.- CHOLULA DE SAUZ A LA BARRANCA. 4.- COLORIN DEL No 7 A CAFETOS.5.- PIRUL DEL No.1 A CAFETOS. 6.-ENCINOS DEL No7. A CHOLULA. 7.- SAUZ,5710489.01,INGENIERIATECNOLOGIA Y ASOCIADOS S.A. DE C.V.ZAP-1537,Obra,MZ,Obra Social,Electrificaciones,3-Sep-12,01-dic-12,En proceso,1,2012
238,OPZ-R33-EDU-AD-168/1,REHABILITACION DE SANITARIOS Y CONSTRUCCION DE CISTERNA EN LA ESCUELA PRIMARIA LAZARO CARDENAS DEL RIO UBICADA EN LA CALLE PIPILA No. 151 DE LA COLONIA LA MARTINICA ZONA 2A; 2.- CONSTRUCCIoN DE BAniOS EN LA ESCUELA GABRIELA MISTRAL EN LA CALLE LOS PINOS,867249.64,ARQ. ANTONIO CHAVEZ NOLASCOZAP-1268,Obra,MZ,Obra Social,Educacion,14-Nov-12,12-ene-13,Terminada sin Finiquitar,1,2012
180,OPZ-R33-PAV-CI-169/1,CONSTRUCCION DE EMPEDRADO ZAMPEADO Y SUSTITUCION DE REDES EN LA CALLE ALUMINIO DE CALLE COBRE A CARLOS RIVERA ACEVES EN LA COLONIA JARDINES TAPATIOS ZONA 7,1667670.37,EDIFICACIONES YAZMIN S.A. DE C.V.ZAP-1054,Obra,7,Obra Social,Infraestructura Vial,3-Sep-12,1-Nov-12,Finiquitada,1,2012
356,OPZ-R33-PAV-CI-172/1,CONSTRUCCION DE PAVIMENTO DE CONCRETO HIDRAULICO  Y REHABILITACION DE BANQUETAS RED DE AGUA POTABLE Y SUSTITUCION DE TOMAS Y DESCARGAS EN LA CALLE JAVIER MINA DE CALLE ALLENDE A CALLE JUAREZ  EN LA COLONIA SANTA ANA TEPETITLAN ZONA 8,4567974.54,GRUPO UNICRETO DE MEXICO S.A. DE C.V.ZAP-1643,Obra,8,Obra Social,Infraestructura Vial,18-dic-12,15-Feb-13,En proceso,1,2012
234,OPZ-R33-APO-AD-173/1,CONSTRUCCION DE ENTRONQUE DE LA RED DE IMPULSION AL TANQUE DE ALMACENAMIENTO Y LA CONSTRUCCION DE PARTE DE LA RED SECUNDARIA Y TOMAS DE AGUA POTABLE EN VARIAS CALLES DE LA COLONIA LA MAGDALENA ZONA RS,1399997.63,RGP CONSTRUCCIONES S.A. DE C.V.ZAP-1441,Obra,RS,Obra Social,Agua Potable,15-ago-12,25-Feb-13,En proceso,1,2012
160,OPZ-R33-PAV-AD-176/1,CONSTRUCCION DE PAVIMENTO DE EMPEDRADO ZAMPEADO EN LA CALLE ANACLETO GONZALEZ DE CALLE RINCON DE LOS NARANJOS A CALLE GENERAL MIGUEL MIRAMON EN LA COLONIA HEROES NACIONALES ZONA  4,1295760.64,MAGAniA ARQUITECTOS S.A. DE C.V.ZAP-1205,Obra,4,Obra Social,Infraestructura Vial,18-dic-12,26-ene-13,En proceso,1,2012
161,OPZ-R33-APO-AD-177/1,CONSTRUCCION DE LINEA DE AGUA POTABLE EN LAS SIGUIENTES CALLE: 1. AV. HIGUERA DE LIBERTADORES A ROBLE. 2. GIGANTES DE AV. HIGUERA A ARROYO. 3. PRIV. ROSAS DE GIGANTES A CERRADA. 4. PRIV. CLAVEL DE GIGANTES A CERRADA. 5. CARRILLOS DE AV. HIGUERA A ARROYO.,1433356.89,PROCOURZA S.A. DE C.V.ZAP-0252,Obra,2B,Obra Social,Agua Potable,27-dic-12,4-Feb-13,En proceso,1,2012
165,OPZ-R33-PAV-AD-178/1,CONSTRUCCION DE PAVIMENTO DE ASFALTO SOBRE EMPEDRADO EN LA CALLE PEDRO RAMIREZ DE CALLE MORELOS A CALLE ALCALDE EN LA COLONIA HOGARES DEL BATAN ZONA 1B,1430856.99,INGENIERIA Y TECNOLOGIA ASOCIADA S.A. DE C.V.ZAP-1499,Obra,1B,Obra Social,Infraestructura Vial,18-dic-12,26-ene-13,En proceso,1,2012
420,OPZ-R33-PAV-AD-180/1,CONSTRUCCION DE PAVIMENTO DE EMPEDRADO ZAMPEADO EN LAS CALLES : 1.- VOLCAN DEL COLLI ENTRE CALLE CERRADA Y EJIDO. 2. CALLE SALVATIERRA ENTRE VOLCAN DEL COLLI Y AV. LAS TORRES 3. CALLE ZINAPECUARO ENTRE CERRADA Y AV. LAS TORRES EN LA COLONIA VOLCAN DEL CO,1189942.84,ESTRUCTURAS CONSTRUCCIONES Y URBANIZACIONES S.A. DE C.V. ZAP-0193,Obra,5A,Obra Social,Infraestructura Vial,21-ene-13,1-Mar-13,En proceso,1,2012
238,OPZ-R33-PAV-AD-181/1,CONSTRUCCION DE PAVIMENTO DE EMPEDRADO ZAMPEADO EN LAS CALLE ANASTACIO CARREON DE AV. PRINCIPAL HASTA ARROYO EN LA COLONIA LA MARTINICA ZONA 2A,1419335.76,ING. LUIS GREGORIO LAGUNA LOPEZZAP-0377,Obra,2A,Obra Social,Infraestructura Vial,19-dic-12,27-ene-13,En proceso,1,2012
445,OPZ-R33-PAV-AD-182/1,CONSTRUCCION DE PAVIMENTO DE EMPEDRADO ZAMPEADO EN LAS CALLE  LOMAS DEL VALLE ENTRE LOMAS DEL PARAISO Y LOMAS DEL SOL; 2.LOMAS DEL PARAISO ENTRE LOMA REAL Y LOMAS DEL VALLE  EN LA COLONIA  LOMA CHICA  ZONA RS,1399999.93,CONSTRUCTORA TZAULAN S.A. DE C.V.ZAP-0429,Obra,RN,Obra Social,Infraestructura Vial,28-Sep-12,15-ene-13,En proceso,1,2012
446,OPZ-R33-APO-CI-184/1,"CONSTRUCCIoN DE RED DE AGUA POTABLE DE 8"" EN LA CALLE ADOLFO LOPEZ MATEOS CALLE  JUAN MANUEL RUVALCABA Y CALLE EMILIANO ZAPATA  EN LA COLONIA SANTA LUCIA Y REVOLUCIoN ZONA RS",2217121.11,MT MAQUINARIA INMOBILIARIA Y CONSTRUCCIONES S.A. DE C.V. ZAP-1665,Obra,RS,Obra Social,Agua Potable,24-dic-12,26-ene-13,En proceso,1,2012
370,OPZ-RCR-EVIA-AD-186/,CONSTRUCCIoN DE PUENTE PEATONAL EN PASEO DE LOS BREZOS Y CALLEJoN DE GRANADOS EN LA COLONIA TABACHINES PONIENTE,1400000,DESARROLLOS VICSA S.A. DE C.V. ZAP-1408,Obra,2A,Obra Social,Infraestructura Vial,08-ene-13,07-abr-13,En proceso,1,2012
199,OPZ-R33-PAV-AD-187/1,CONSTRUCCION DE PAVIMENTO DE EMPEDRADO ZAMPEADO EN LA CALLE MANZANO DESDE EL SUR HASTA AV. DEL BOSQUE DE ZAPOPAN EN LA COLONIA ANEXO JARDINES DEL VERGEL ZONA 2A,1426397.91,INGENIERIA Y TECNOLOGIA ASOCIADA S.A. DE C.V.ZAP-1499,Obra,2A,Obra Social,Infraestructura Vial,18-dic-12,26-ene-13,En proceso,1,2012
293,OPZ-R33-ALC-AD-188/1,CONSTRUCCION DE RED DE ALCANTARILLADO SANITARIO EN LAS CALLES: 1. ALCATRAZ 2. GLADIOLA3. PARAISO4. DALIA 5. ORQUIDEAS EN LA COLONIA PRADOS DE SANTA LUCIA 1RA. SECCION ZONA RS,1369995.14,URBANIZADORA EDIFICACIONES HERCAM S.A DE C.V.ZAP-1502,Obra,RS,Obra Social,Alcantarillado,10-Sep-12,19-Oct-12,Terminada sin Finiquitar,1,2012
146,OPZ-R33-PAV-AD-189/1,CONSTRUCCION DE PAVIMENTO DE EMPEDRADO ZAMPEADO EN LA CALLE SAN MIGUEL DE NUBES DE MARTE A ZINAPECUARO EN LA COLONIA LA GLORIA DEL COLLI ZONA 5A,1422762.46,ROPLA INGENIEROS & ARQUITECTOS S.A. DE C.V.ZAP-0873,Obra,5A,Obra Social,Infraestructura Vial,20-dic-12,28-ene-13,En proceso,1,2012
343,OPZ-R33-EDU-AD-190/1,REHABILITACION DE INGRESO Y CONSTRUCCION DE CANCHA DEPORTIVA EN LA ESCUELA MARGARITA MAZA DE JUAREZ UBICADA EN AV. HIDALGO No. 154 EN EL POBLADO DE SAN ESTEBAN ZONA RN,602166.75,SR. OMAR SOTO AYALAZAP-0617,Obra,RN,Obra Social,Educacion,20-dic-12,8-Mar-13,En proceso,1,2012
493,OPZ-R33-APO-CI-191/1,CONSTRUCCION DE RED DE AGUA POTABLE Y ALCANTARILLADO EN LAS CALLES: 1. PRADO DE LOS GIRASOLES DE LAS GLORIAS A DEL ROCIO. 2. PRADOS DE LOS TULES DE LAS GLORIAS A DEL ROCIO 3. PRADOS DE LAS ROSAS DE LAS GLORIAS A DEL ROCIO 4. PRADOS DE NEXTIPAC DE LAS GL,2399000.98,VIZACO CONSTRUCCIONES S.A. DE C.V.ZAP-1370,Obra,RS,Obra Social,Agua Potable,03-dic-12,31-ene-13,En proceso,1,2012
169,OPZ-R33-PAV-CI-192/1,CONSTRUCCION DE PAVIMENTO DE EMPEDRADO ZAMPEADO GUARNICIONES BANQUETAS TOMAS Y DESCARGAS DOMICILIARIAS EN LAS CALLES: 1. RIO NILO ENTRE RIO BLANCO Y RIO BALSAS 2. RIO AMAZONAS ENTRE CALLE RIO ARMERIA Y RIACHUELO EN LA COLONIA HUMEDO DE NEXTIPAC 2DA.,2364977.82,CONSTRUCTORA CUEVAS S.A. DE C.V.ZAP-1636,Obra,RS,Obra Social,Infraestructura Vial,20-dic-12,17-Feb-13,En proceso,1,2012
10,OPZ-R33-PAV-CI-193/1,CONSTRUCCIoN DE PAVIMENTO DE EMPEDRADO ZAMPEADO MACHUELOS Y BANQUETAS EN LAS CALLES  PRIV. AGUA FRIA ENTRE AGUA BLANCA Y CESAREO RIVERA ALVARO ROSAS ENTRE ABEL SALGADO VELASCO Y CERRADA CESARIO RIVERA ENTRE CERRADA Y DE LA HUERTA EN LA COLONIA AGUA FR,4271143.49,TERRA CIVITAS S. DE R.L. DE C.V.ZAP-1261,Obra,2A,Obra Social,Infraestructura Vial,02-ene-13,4-Feb-13,En proceso,1,2012
220,OPZ-R33-APO-AD-196/1,CONSTRUCCION DE LINEA DE AGUA POTABLE Y ALCANTARILLADO SANITARIO EN LAS CALLES: 1. LOMA ALTA DESDE PRIVADA DEL ROSAL HASTA PRIV. DE LOS MANZANOS. 2. PRIV. DEL ROSAL DESDE LOMA ALTA HASTA 2DA. PRIVADA DEL ROSAL. 3. PRIV. MORA DESDE EL SALTO HASTA GRANADOS.,1430956.33,GRUPO CONSTRUCTOR ELIGE S.A. DE C.V.ZAP-1623,Obra,2A,Obra Social,Agua Potable,21-dic-12,18-Feb-13,Terminada sin Finiquitar,1,2012
129,OPZ-R33-PAV-AD-197/1,CONSTRUCCION DE PAVIMENTO DE EMPEDRADO ZAMPEADO EN LA CALLE BUGAMBILIAS ENTRE LAS CALLLES AZUCENA Y CLAVEL EN LA COLONIA FLORESTA DEL COLLI ZONA 7,1405540.1,GRUPO CONACAL S.A. DE C.V.ZAP-0109,Obra,7,Obra Social,Infraestructura Vial,02-ene-13,2-Mar-13,En proceso,1,2012
421,OPZ-R33-PAV-AD-198/1,CONSTRUCCION DE RED DE DRENAJE AGUA POTABLE Y PAVIMENTO DE EMPEDRADO TRADICIONAL EN LA CALLE MONTE SUMAE EN LA COLONIA PREDIO EL ZAPOTE ZONA 3,959175.77,PARTIDA Y ASOCIADOS S.A. DE C.V.ZAP-0675,Obra,3,Obra Social,Alcantarillado,19-dic-12,16-Feb-13,Terminada sin Finiquitar,1,2012
1,OPZ-R33-APO-AD-199/1,CONSTRUCCION DE LINEA DE AGUA POTABLE Y ALCANTARILLADO SANITARIO CON TOMAS Y DESCARGAS DOMICILIARIAS EN LA CALLE SAN MARTIN ENTRE LA AV. GUADALUPE Y LA CALLE SAN JUAN EN LA COLONIA 12 DE DICIEMBRE ZONA 7,443416.37,CONSTRUCCIONES SAGRARIO S.A. DE C.V.ZAP-1282,Obra,7,Obra Social,Agua Potable,21-dic-12,18-Feb-13,En proceso,1,2012
353,OPZ-R33-APO-AD-200/1,CONSTRUCCION DE LINEA DE AGUA POTABLE EN LAS CALLES REMUDADERO JUAN VERA LOMA BONITA HIGUERILLA EN LA COLONIA SAN MIGUEL TATEPOSCO ZONA RN,626935.66,GRUPO CONSTRUCTOR SAUXI S.A. DE C.V.ZAP-1420,Obra,RN,Obra Social,Agua Potable,26-dic-12,23-Feb-13,En proceso,1,2012
274,OPZ-RMP-CON-AD-201/1,OBRA DE CONTINGENCIA CONSISTENTE EN LA CONSTRUCCION DE RED DE ALCANTARILLADO SANITARIO EN LA CALLE PASEO DE LA FAMILIA EN LA COLONIA PASEOS DEL BRISEniO,1096434.12,CONSTRUCTORA ARGAMURO S.A. DE C.V.ZAP-0068,Obra,8,Infraestructura Urbana,Contingencias,18-Sep-12,17-Oct-12,Terminada sin Finiquitar,1,2012
206,OPZ-RMP-CON-AD-202/1,OBRA DE CONTINGENCIA CONSISTENTE EN LA REHABILITACION DE LOSAS DE CONCRETO HIDRAULICO Y BASE HIDRAULICA DAniADAS Y LINEAS DE DREANJE Y AGUA POTABLE EN LA CALLE LAGUNA DE ALVARADO EN EL CRUCE CON LA CALLE LAGO DE TEXCOCO HASTA SU CRUCE CON AV. PATRIA EN LA,835786.4,GRUPO EDIFICADOR MAYAB S.A. DE C.V.ZAP-0655,Obra,1B,Infraestructura Urbana,Contingencias,18-Sep-12,17-Oct-12,Terminada sin Finiquitar,1,2012
307,OPZ-RMP-CON-AD-203/1,OBRA DE CONTINGENCIA CONSISTENTE EN: DESAZOLVE DE CANAL PUERTA PLATA UBICADO EN SU CAUSE ENTRE AV. PATRIA Y AV. ACUEDUCTO EN LA COL. SAN BERNARDO EN EL MUNICIPIO DE ZAPOPAN JALISCO,1199743.2,CONSTRUCTORES  RCS S.A. DE C.V.ZAP-1498,Obra,5B,Infraestructura Urbana,Contingencias,18-Sep-12,17-Oct-12,Terminada sin Finiquitar,1,2012
22,OPZ-RMP-CON-AD-204/1,OBRA DE CONTINGENCIA CONSISTE EN: DESAZOLVE DEL ARROYO EL SECO EN SU CRUCE CON LA CALLE PUERTO CHAMELA A PROLG. AV. GUADALUPE EN LA COLONIA ARENALES TAPATIOS,240366.15,SJ LAGOS CONSTRUCTORA E INMOBILIARIA S.A. DE C.V.ZAP-1365,Obra,7,Infraestructura Urbana,Contingencias,18-Sep-12,17-Oct-12,Terminada sin Finiquitar,1,2012
22,OPZ-RMP-CON-AD-205/1,OBRA DE CONTINGENCIA CONSISTENTE EN DESAZOLVE DEL ARROYO EL SECO EN EL TRAMO COMPRENDIDO ENTRE LA CALLE GUAMUCHIL Y RANCHO LAS FLORES EN LA COLONIA ARENALES TAPATIOS,1394781.91,GRUPO CONSTRUCTOR ELIGE S.A. DE C.V.ZAP-1623,Obra,7,Infraestructura Urbana,Contingencias,18-Sep-12,17-Oct-12,Finiquitada,1,2012
119,OPZ-RMP-CON-AD-206/1,OBRA DE CONTINGENCIA CONSISTENTE EN CONSTRUCCION DE MURO DE CONTENCION A BASE DE RELLENO CON CONCRETO FLUIDO Y MAMPOSTERIA EN LA CALLE TEPETATE ENTRE PASEO DE LAS CAOBAS Y JUAN AGUIRRE EN LA COLONIA BALCONES DE LA CANTERA; 2. TRABAJOS DE AMPLIACION DE LA,546162,VOHNUNG S.A. DE C.V.ZAP-1516,Obra,RN,Infraestructura Urbana,Contingencias,18-Sep-12,17-Oct-12,Finiquitada,1,2012
61,OPZ-RMP-CON-AD-207/1,OBRA DE CONTINGENCIA CONSISTE EN: DESAZOLVE DEL ARROYO EL SECO EN EL TRAMO COMPRENDIDO ENTRE LA CALLE PLATA Y CALLE FLOR DE CRISANTEMO ASI COMO REPARACION Y CONSTRUCCION DE MURO DE MAMPOSTEO EN EL VASO REGULADOR DENTRO DEL MISMO TRAMO EN LA COLONIA CARLOS,5874482.7,CONSTRUCTORA APANTLI S.A. DE C.V.ZAP-0246,Obra,7,Infraestructura Urbana,Contingencias,10-ene-13,8-Feb-13,Terminada sin Finiquitar,1,2012
61,OPZ-RMP-CON-AD-208/1,OBRA DE CONTINGENCIA CONSISTE EN DESAZOLVE  DE VASO REGULADOR ASI COMO REFORZAMIENTO CON MURO DE MAMPOSTERIA A LA CORTINA DEL PROPIO VASO EN EL ARROYO EL SECO EN EL RANCHO LAS FLORES EN LA ZONA DEL BOSQUE DE LA PRIMAVERA,3732204.44,INGENIERIA Y EDIFICACIONES ROMER S.A. DE C.V.ZAP-1601,Obra,7,Infraestructura Urbana,Contingencias,21-dic-12,19-ene-13,Finiquitada,1,2012
61,OPZ-RMP-CON-AD-209/1,OBRA DE CONTINGENCIA CONSISTE EN: DESAZOLVE DEL ARROYO EL SECO EN EL TRAMO COMPRENDIDO DE LA CALLE FLOR DE CRIZANTEMO A LA CALLE GUAMUCHIL ASI COMO LA CONSTRUCCION DE RETENIDAS Y MAMPOSTEO REPARACION DE GAVIONES Y CONSTRUCCION DE MUROS DE CONTENCION DENT,4658234.18,ESTUDIOS PROYECTOS Y CONSTRUCCIONES DE GUADALAJARA S.A. DE C.V.ZAP-0321,Obra,7,Infraestructura Urbana,Contingencias,21-dic-12,19-ene-13,Terminada sin Finiquitar,1,2012
61,OPZ-RMP-CON-AD-210/1,OBRA DE CONTINGENCIA CONSISTENTE EN MUROS DE MAMPOSTERIA Y CONSTRUCCION DE PUENTE VEHICULAR EN CALLE BRONCE Y ARROYO EL SECO EN LA COLONIA CARLOS RIVERA ACEVES,1753120.69,EDIFICACIONES YAZMIN S.A. DE C.V.ZAP-1054,Obra,7,Infraestructura Urbana,Contingencias,18-Sep-12,17-Oct-12,Finiquitada,1,2012
371,OPZ-RMP-SPU-CA-211/1,SEGUNDA ETAPA PARA LA CONSTRUCCION DEL EDIFICIO PARA LA DIRECCION DE SEGURIDAD PUBLICA UBICADO EN PROLONGACION AVENIDA LAURELES Y DOCTOR LUIS FARAH EN LA COLONIA TEPEYAC,17814110.22,CONSTRUCTORA RAL DE OCCIDENTE S.A. DE C.V.ZAP-0082,Convenio Adicional,1B,Equipamiento e Imagen Urbana,Seguridad Publica,18-Sep-12,16-Nov-12,En proceso,1,2012
536,OPZ-R33-ELE-CI-212/1,CONSTRUCCIoN DE RED DE ALUMBRADO PuBLICO EN LAS SIGUIENTES CALLES: SANTA MARTHA DESDE SAN MIGUEL HASTA MIRADOR SANTA MARTHA; MIRADOR SANTA MARTHA DE SANTA MARTHA A PRESITAS;  PRIV. SANTA MARTHA DESDE MIRADOR SANTA MARTHA HASTA CERRADA;  PRIV. PRESITAS DES,4894868.34,INGENIERIA Y EDIFICACIONES ROMER S.A. DE C.V.ZAP-1601,Obra,MZ,Obra Social,Electrificaciones,26-dic-12,28-ene-13,Por Iniciar,1,2012
371,OPZ-RCR-UND-AD-213/1,TRABAJOS COMPLEMENTARIOS EN BAniOS Y VESTIDORES DE LA ALBERCA COMUDE,1178893.24,CONTEMPO EDIFICACIONES S.A. DE C.V.ZAP-1232,Obra,1B,Equipamiento e Imagen Urbana,Deportes,15-ene-13,13-Feb-13,Terminada sin Finiquitar,1,2012
239,OPZ-R33-APO-AD-215/1,CONSTRUCCION DE RED DE AGUA POTABLE EN LAS CALLES: 1. ELOTE DE AV.INDIGENA A PRIV. EUCALIPTO. 2. PRIV. HUERTO DE ELOTE A CERRADA. 3. PRIV. EUCALIPTO DE ELOTE A CERRADA. 4. PRIV. FRIJOL DE LECHUGA A CHICHARO. 5. FRIJOL DE LECHUGA A CHICHARO. 6. BETABEL DE,1156130.01,GRUPO V Y CG S.A. DE C.V.ZAP-1582,Obra,2B,Obra Social,Agua Potable,02-ene-13,2-Mar-13,Por Iniciar,1,2012
44,OPZ-R33-ELE-AD-216/1,RED DE ELECTRIFICACION Y ALUMBRADO PUBLICO EN LAS CALLES: 1. MANZANOS DE PARRES ARIAS A B. CENTINELA. 2. CHABACANO DE CEDROS A B. CENTINELA. 3 . NARANJOS DE PARRES ARIAS A CEDROS. 4 . PRIV. CEREZOS DE PARRES ARIAS A PROPIEDAD PRIVADA. 5 PRIV. LOS COLORINE,1060032.36,INGENIERIATECNOLOGIA Y ASOCIADOS S.A. DE C.V.ZAP-1537,Obra,2A,Obra Social,Electrificaciones,20-dic-12,17-Feb-13,En proceso,1,2012
228,OPZ-R33-PAV-AD-218/1,CONSTRUCCION DE PAVIMENTO DE EMPEDRADO ZAMPEADO EN LA CALLE TEOCALTICHE ENTRE CALLE AMECA Y CALLE LAGOS DE MORENO  Y LA CALLE TEPATITLAN ENTRE CALLE AMECA Y CIUDAD GUZMAN EN LA COLONIA LOMAS DEL REFUGIO,1384695.43,ITERACION S.A. DE C.V.ZAP-1250,Obra,2B,Obra Social,Infraestructura Vial,27-dic-12,24-Feb-13,En proceso,1,2012
291,OPZ-R33-PAV-AD-219/1,CONSTRUCCION DE EMPEDRADO TRADICIONAL  BANQUETAS Y ENTRONQUE DE DRENAJE EN LAS CALLES PRIVADA ABEDULES DE PASEO DE LAS MARGARITAS A MIRASOLES Y PASEO DE LAS MARGARITAS DE EMILIANO ZAPATA A CERRADA EN LA COLONIA PRADERAS DE SAN ANTONIO 2DA. SECCIoN ZONA 4,1428963.25,A.&.G. URBANIZADORA S.A. DE C.V.ZAP-1556,Obra,RS,Obra Social,Infraestructura Vial,21-dic-12,20-Mar-13,En proceso,1,2012
343,OPZ-R33-ALC-AD-220/1,CONSTRUCCION DE RED DE ALCANTARILLADO EN LA CALLE HIDALGO  ENTRE CALLE SIDRA Y JILOTAS EN EL POBLADO DE SAN ESTEBAN ZONA RS,1427899.63,CONSTRUCTORA TZAULAN S.A. DE C.V.ZAP-0429,Obra,RN,Obra Social,Alcantarillado,20-dic-12,17-Feb-13,En proceso,1,2012
343,OPZ-R33-APO-AD-221/1,CONSTRUCCION DE RED DE AGUA POTABLE DELTANQUE A LA CARRETERA DEL CAMINO DE SAN ESTEBAN A SAN ISIDRO,1436568.23,DESARROLLOS VICSA S.A. DE C.V. ZAP-1408,Obra,RN,Obra Social,Agua Potable,08-ene-13,8-Mar-13,En proceso,1,2012
25,OPZ-RCR-ALC-CI-222/1,CONSTRUCCION DE MUROS DE CONTENCION DE COLECTOR EN LA COLONIA ATEMAJAC,6966826.08,CONSTRUCTORA TLAJOMULCO S.A. DE C.V.ZAP-0069,Obra,1B,Infraestructura Urbana,Agua Potable,15-ene-13,15-Mar-13,Por Iniciar,1,2012
297,OPZ-R33-EDU-AD-223/1,CONSTRUCCION DE MALLA SOMBRA EN PATIO CIVICO PARA LA ESCUELA PRIMARIA LA PRIMAVERA UBICADA EN AV. DEL BOSQUE No. 131 ENTRE IGNACIO ALLENDE Y ENRIQUE FAUDOL EN EL POBLADO LA PRIMAVERA ZONA RS,677295.42,ING. JORGE SAUL MUniOZ ACEVESZAP-0235,Obra,RS,Obra Social,Educacion,04-ene-13,4-Mar-13,En proceso,1,2012
